timestamp,battery_id,chemistry,cycle_count,voltage_drop_V,current_draw_A,impedance_1Hz_ohm,impedance_10Hz_ohm,impedance_100Hz_ohm,phase_1Hz_deg,phase_10Hz_deg,temp_start_C,temp_end_C,internal_resistance_ohm,total_run_hours,voltage_per_current,temp_delta,charge_duration_h,energy_wh,is_charging,stability_status,remaining_cycles
2024-06-14 21:17:13.544514840,BATT_1455,NMC 811,486,0.427,2.758,0.652,0.442,0.091,42.5,-13.7,29.6,38.8,0.395,489,0.155,9.2,1.38,1.63,True,stable,546
2024-06-15 06:03:00.060020008,BATT_1456,Li-ion,740,0.088,2.586,0.378,0.918,0.363,-11.4,55.3,22.4,37.2,0.553,747,0.034,14.8,3.13,0.71,True,stable,261
2024-06-15 14:48:46.575525176,BATT_1457,LiFePO4,820,0.138,1.368,0.615,0.209,0.156,33.2,2.3,22.4,20.3,0.327,821,0.101,-2.1,4.4,0.83,True,stable,196
2024-06-15 23:34:33.091030344,BATT_1458,LiFePO4,742,0.432,2.984,1.947,0.6,0.137,16.4,-20.9,29.4,30.1,0.895,758,0.145,0.7,4.16,5.36,True,unstable,239
2024-06-16 08:20:19.606535512,BATT_1459,NMC 811,278,0.201,0.835,1.564,0.649,0.09,46.0,-6.1,24.5,23.1,0.768,292,0.241,-1.4,2.74,0.46,True,unstable,725
2024-06-16 17:06:06.122040680,BATT_1460,NMC 811,102,0.18,3.484,1.383,0.378,0.136,-2.4,-54.1,26.1,30.6,0.632,111,0.052,4.5,3.54,2.22,True,unstable,890
2024-06-17 01:51:52.637545848,BATT_1461,LiFePO4,987,0.123,1.967,1.532,0.736,0.064,35.3,-2.1,21.1,28.0,0.777,993,0.063,6.9,2.11,0.51,True,unstable,34
2024-06-17 10:37:39.153051016,BATT_1462,LiFePO4,748,0.357,1.322,1.591,0.377,0.067,13.2,-78.1,20.3,26.1,0.678,755,0.27,5.8,2.46,1.16,True,unstable,235
2024-06-17 19:23:25.668556184,BATT_1463,LiFePO4,245,0.194,0.793,1.809,0.875,0.441,-64.3,-16.9,21.6,20.9,1.042,249,0.245,-0.7,1.96,0.3,True,unstable,721
2024-06-18 04:09:12.184061352,BATT_1464,NMC 811,708,0.089,0.899,1.92,0.094,0.22,19.9,-15.0,24.9,33.8,0.745,717,0.099,8.9,1.39,0.11,True,unstable,332
2024-06-18 12:54:58.699566520,BATT_1465,Li-ion,381,0.131,2.449,0.103,0.241,0.114,63.2,58.2,26.1,38.1,0.153,395,0.053,12.0,4.66,1.5,True,stable,594
2024-06-18 21:40:45.215071696,BATT_1466,LiFePO4,603,0.292,4.786,1.607,0.072,0.308,51.8,7.9,25.1,36.3,0.662,605,0.061,11.2,1.48,2.07,True,unstable,411
2024-06-19 06:26:31.730576864,BATT_1467,NMC 811,761,0.163,1.79,0.194,0.18,0.424,43.8,-70.5,23.1,35.1,0.266,774,0.091,12.0,2.86,0.83,True,stable,208
2024-06-19 15:12:18.246082032,BATT_1468,LiFePO4,607,0.244,1.352,0.831,0.727,0.473,-11.7,-41.2,29.4,28.2,0.677,612,0.18,-1.2,2.03,0.67,True,unstable,393
2024-06-19 23:58:04.761587200,BATT_1469,Li-ion,860,0.477,4.453,1.07,0.263,0.497,-35.6,54.7,26.9,35.7,0.61,873,0.107,8.8,1.34,2.85,True,unstable,147
2024-06-20 08:43:51.277092368,BATT_1470,LiFePO4,548,0.091,0.508,1.349,0.103,0.48,-63.0,-59.1,28.2,21.9,0.644,561,0.179,-6.3,3.34,0.15,True,unstable,446
2024-06-20 17:29:37.792597536,BATT_1471,NMC 811,950,0.174,3.712,1.008,0.557,0.41,-53.0,27.3,27.5,23.8,0.658,957,0.047,-3.7,1.18,0.76,True,unstable,52
2024-06-21 02:15:24.308102704,BATT_1472,NMC 811,425,0.342,0.961,1.229,0.726,0.269,-82.1,13.6,22.6,30.4,0.741,429,0.356,7.8,3.27,1.07,True,unstable,578
2024-06-21 11:01:10.823607872,BATT_1473,LiFePO4,509,0.451,4.655,0.735,0.476,0.312,-13.3,-48.6,28.2,37.0,0.508,511,0.097,8.8,1.76,3.69,True,stable,512
2024-06-21 19:46:57.339113040,BATT_1474,NMC 811,929,0.339,3.765,0.468,0.336,0.354,-65.4,7.3,23.1,29.8,0.386,931,0.09,6.7,1.45,1.85,True,stable,82
2024-06-22 04:32:43.854618208,BATT_1475,LiFePO4,936,0.263,3.73,1.307,0.13,0.447,-48.9,-16.4,24.7,34.8,0.628,953,0.071,10.1,4.18,4.1,True,unstable,71
2024-06-22 13:18:30.370123376,BATT_1476,NMC 811,821,0.134,2.406,0.596,0.398,0.384,-20.2,84.1,27.3,25.4,0.459,836,0.056,-1.9,4.79,1.54,True,stable,195
2024-06-22 22:04:16.885628544,BATT_1477,NMC 811,227,0.212,4.11,0.599,0.527,0.365,58.1,-0.7,24.9,20.5,0.497,236,0.052,-4.4,0.81,0.71,False,stable,784
2024-06-23 06:50:03.401133712,BATT_1478,Li-ion,626,0.473,4.873,1.771,0.102,0.319,5.0,21.1,21.7,32.4,0.731,626,0.097,10.7,0.95,2.19,False,unstable,366
2024-06-23 15:35:49.916638880,BATT_1479,LiFePO4,403,0.158,4.995,0.956,0.682,0.38,48.3,79.0,28.0,29.4,0.673,412,0.032,1.4,3.95,3.12,True,unstable,600
2024-06-24 00:21:36.432144048,BATT_1480,LiFePO4,610,0.438,1.901,0.135,0.813,0.315,69.9,-75.8,29.0,36.2,0.421,610,0.23,7.2,0.86,0.72,False,stable,441
2024-06-24 09:07:22.947649216,BATT_1481,Li-ion,511,0.416,3.34,1.799,0.922,0.03,-46.9,-11.7,26.7,28.5,0.917,518,0.125,1.8,1.2,1.67,True,unstable,487
2024-06-24 17:53:09.463154384,BATT_1482,NMC 811,796,0.392,2.298,0.728,0.754,0.381,-10.3,41.2,21.5,30.6,0.621,802,0.171,9.1,0.67,0.6,False,unstable,155
2024-06-25 02:38:55.978659552,BATT_1483,LiFePO4,776,0.253,2.831,0.303,0.502,0.112,-69.0,4.8,20.4,28.8,0.306,777,0.089,8.4,3.2,2.29,True,stable,279
2024-06-25 11:24:42.494164720,BATT_1484,Li-ion,918,0.074,2.736,0.593,0.935,0.036,-9.6,75.2,21.8,23.5,0.521,924,0.027,1.7,2.7,0.55,True,stable,124
2024-06-25 20:10:29.009669888,BATT_1485,Li-ion,684,0.063,1.245,1.964,0.814,0.026,-80.7,60.9,22.3,35.7,0.935,696,0.051,13.4,4.77,0.37,True,unstable,331
2024-06-26 04:56:15.525175064,BATT_1486,NMC 811,829,0.199,0.927,1.316,0.322,0.237,11.3,-85.5,27.7,30.3,0.625,833,0.215,2.6,1.84,0.34,True,unstable,152
2024-06-26 13:42:02.040680232,BATT_1487,Li-ion,119,0.055,3.815,0.336,0.325,0.117,-48.0,-7.8,27.3,35.8,0.259,128,0.014,8.5,4.99,1.05,True,stable,875
2024-06-26 22:27:48.556185400,BATT_1488,LiFePO4,334,0.34,3.294,1.398,0.251,0.384,-87.8,84.7,21.9,36.2,0.678,340,0.103,14.3,1.64,1.84,True,unstable,653
2024-06-27 07:13:35.071690568,BATT_1489,NMC 811,746,0.086,1.464,1.362,0.744,0.189,-37.2,-81.0,24.8,23.4,0.765,752,0.059,-1.4,2.21,0.28,True,unstable,269
2024-06-27 15:59:21.587195736,BATT_1490,Li-ion,278,0.447,2.787,0.989,0.792,0.085,-44.1,-61.1,28.6,27.7,0.622,293,0.16,-0.9,3.25,4.05,True,unstable,704
2024-06-28 00:45:08.102700904,BATT_1491,Li-ion,157,0.487,4.807,1.594,0.821,0.351,84.0,-50.9,29.2,35.4,0.922,173,0.101,6.2,1.77,4.14,True,unstable,820
2024-06-28 09:30:54.618206072,BATT_1492,NMC 811,108,0.47,3.544,1.602,0.243,0.063,86.3,-72.5,21.2,30.3,0.636,122,0.133,9.1,1.19,1.98,True,unstable,901
2024-06-28 18:16:41.133711240,BATT_1493,NMC 811,132,0.377,2.519,0.64,0.923,0.296,-42.8,-28.0,20.3,31.8,0.62,137,0.15,11.5,1.16,1.1,True,unstable,857
2024-06-29 03:02:27.649216408,BATT_1494,Li-ion,825,0.218,1.737,0.242,0.152,0.276,11.2,-69.8,20.2,21.7,0.223,844,0.126,1.5,3.68,1.39,True,stable,197
2024-06-29 11:48:14.164721576,BATT_1495,NMC 811,548,0.171,2.402,0.342,0.534,0.381,38.9,27.8,24.4,27.9,0.419,559,0.071,3.5,0.93,0.38,False,stable,431
2024-06-29 20:34:00.680226744,BATT_1496,LiFePO4,235,0.055,2.566,0.374,0.584,0.304,3.8,55.3,29.5,29.9,0.421,235,0.021,0.4,2.62,0.37,True,stable,775
2024-06-30 05:19:47.195731912,BATT_1497,Li-ion,149,0.434,1.139,1.278,0.406,0.113,-61.3,-23.8,22.7,32.3,0.599,158,0.381,9.6,3.11,1.54,True,stable,877
2024-06-30 14:05:33.711237080,BATT_1498,Li-ion,986,0.468,2.385,0.511,0.343,0.258,25.3,11.9,24.1,35.4,0.371,1001,0.196,11.3,4.99,5.57,True,stable,40
2024-06-30 22:51:20.226742248,BATT_1499,Li-ion,837,0.32,2.936,0.945,0.503,0.304,55.1,68.8,24.0,31.4,0.584,848,0.109,7.4,1.65,1.55,True,stable,202
2024-07-01 07:37:06.742247416,BATT_1500,LiFePO4,915,0.053,0.633,1.63,0.103,0.271,-6.0,5.0,29.0,32.7,0.668,929,0.084,3.7,2.0,0.07,True,unstable,80
2024-07-01 16:22:53.257752584,BATT_1501,LiFePO4,162,0.464,0.683,0.715,0.468,0.297,6.9,81.1,22.7,30.5,0.493,178,0.679,7.8,3.13,0.99,True,stable,840
2024-07-02 01:08:39.773257752,BATT_1502,Li-ion,736,0.492,3.011,0.762,0.453,0.308,47.9,7.5,28.7,30.8,0.508,737,0.163,2.1,1.33,1.97,True,stable,258
2024-07-02 09:54:26.288762920,BATT_1503,NMC 811,188,0.203,0.697,0.74,0.164,0.07,18.6,26.6,29.8,30.8,0.325,199,0.291,1.0,0.65,0.09,False,stable,830
2024-07-02 18:40:12.804268088,BATT_1504,Li-ion,452,0.395,2.538,1.646,0.928,0.297,35.0,45.6,28.4,20.0,0.957,468,0.156,-8.4,4.59,4.6,True,unstable,520
2024-07-03 03:25:59.319773256,BATT_1505,NMC 811,556,0.079,4.636,1.167,0.829,0.021,-26.7,-21.6,26.0,33.7,0.672,570,0.017,7.7,4.88,1.79,True,unstable,453
2024-07-03 12:11:45.835278424,BATT_1506,LiFePO4,987,0.393,4.014,0.706,0.578,0.24,-36.7,32.3,20.5,36.7,0.508,1002,0.098,16.2,1.24,1.96,True,stable,7
2024-07-03 20:57:32.350783600,BATT_1507,Li-ion,591,0.443,4.863,0.853,0.192,0.323,-69.6,-34.4,23.4,29.0,0.456,593,0.091,5.6,0.88,1.9,False,stable,386
2024-07-04 05:43:18.866288768,BATT_1508,NMC 811,591,0.177,3.149,0.561,0.256,0.326,-61.0,63.2,20.6,38.7,0.381,598,0.056,18.1,4.19,2.34,True,stable,432
2024-07-04 14:29:05.381793936,BATT_1509,Li-ion,340,0.148,3.715,1.515,0.146,0.181,-52.9,-9.4,20.1,25.6,0.614,358,0.04,5.5,4.88,2.68,True,unstable,683
2024-07-04 23:14:51.897299104,BATT_1510,Li-ion,308,0.201,2.415,1.241,0.068,0.085,-69.0,86.0,24.1,30.9,0.465,311,0.083,6.8,1.36,0.66,True,stable,686
2024-07-05 08:00:38.412804272,BATT_1511,NMC 811,476,0.302,4.694,1.675,0.165,0.386,77.6,-79.5,20.4,38.2,0.742,486,0.064,17.8,2.73,3.87,True,unstable,503
2024-07-05 16:46:24.928309440,BATT_1512,Li-ion,942,0.206,4.413,0.317,0.818,0.422,-4.9,78.9,22.0,39.1,0.519,953,0.047,17.1,4.37,3.97,True,stable,42
2024-07-06 01:32:11.443814608,BATT_1513,NMC 811,182,0.259,4.132,1.173,0.255,0.367,73.5,52.7,29.2,38.2,0.598,196,0.063,9.0,2.29,2.45,True,stable,807
2024-07-06 10:17:57.959319776,BATT_1514,LiFePO4,697,0.35,0.666,0.637,0.179,0.454,-80.4,56.2,25.6,23.3,0.423,716,0.526,-2.3,2.47,0.58,True,stable,335
2024-07-06 19:03:44.474824944,BATT_1515,LiFePO4,364,0.153,3.101,1.163,0.862,0.489,17.1,-19.7,28.3,33.2,0.838,370,0.049,4.9,3.24,1.54,True,unstable,638
2024-07-07 03:49:30.990330112,BATT_1516,NMC 811,493,0.372,4.326,0.17,0.521,0.459,4.4,25.3,22.9,33.0,0.383,507,0.086,10.1,1.8,2.9,True,stable,509
2024-07-07 12:35:17.505835280,BATT_1517,LiFePO4,316,0.46,4.2,1.785,0.16,0.322,44.9,20.5,22.6,22.8,0.756,330,0.11,0.2,1.46,2.82,True,unstable,753
2024-07-07 21:21:04.021340448,BATT_1518,Li-ion,760,0.322,0.817,1.479,0.287,0.098,12.0,85.2,25.3,36.6,0.621,776,0.394,11.3,2.61,0.69,True,unstable,213
2024-07-08 06:06:50.536845616,BATT_1519,LiFePO4,814,0.307,0.965,1.113,0.339,0.306,-44.7,-32.6,27.8,32.3,0.586,826,0.318,4.5,1.24,0.37,True,stable,167
2024-07-08 14:52:37.052350784,BATT_1520,Li-ion,631,0.07,2.766,1.778,0.737,0.134,72.7,40.8,21.1,26.4,0.883,639,0.025,5.3,3.26,0.63,True,unstable,344
2024-07-08 23:38:23.567855952,BATT_1521,NMC 811,330,0.256,4.327,0.767,0.618,0.326,-70.5,-15.2,20.5,35.1,0.57,341,0.059,14.6,3.07,3.4,True,stable,672
2024-07-09 08:24:10.083361120,BATT_1522,LiFePO4,562,0.466,1.967,1.748,0.565,0.185,49.7,-36.7,27.6,32.5,0.833,563,0.237,4.9,0.69,0.63,False,unstable,441
2024-07-09 17:09:56.598866288,BATT_1523,LiFePO4,617,0.135,0.811,0.686,0.866,0.43,-56.7,70.8,22.4,27.4,0.661,628,0.166,5.0,0.84,0.09,False,unstable,376
2024-07-10 01:55:43.114371456,BATT_1524,Li-ion,500,0.494,1.918,0.808,0.098,0.073,-11.6,5.6,21.8,37.7,0.326,514,0.258,15.9,3.76,3.56,True,stable,544
2024-07-10 10:41:29.629876624,BATT_1525,Li-ion,924,0.462,3.937,0.404,0.952,0.139,-29.5,-55.9,20.8,31.2,0.498,943,0.117,10.4,0.85,1.55,False,stable,94
2024-07-10 19:27:16.145381792,BATT_1526,Li-ion,424,0.47,1.778,1.411,0.823,0.407,-43.7,61.2,22.3,23.7,0.88,439,0.264,1.4,4.8,4.01,True,unstable,595
2024-07-11 04:13:02.660886968,BATT_1527,Li-ion,178,0.137,1.566,0.358,0.61,0.13,19.3,35.2,24.2,22.1,0.366,183,0.087,-2.1,4.08,0.88,True,stable,810
2024-07-11 12:58:49.176392136,BATT_1528,LiFePO4,323,0.453,0.811,1.928,0.41,0.271,89.1,63.2,21.7,20.5,0.87,340,0.559,-1.2,3.94,1.45,True,unstable,699
2024-07-11 21:44:35.691897304,BATT_1529,LiFePO4,863,0.369,3.393,1.324,0.156,0.021,75.9,53.1,22.8,22.5,0.5,868,0.109,-0.3,2.63,3.29,True,stable,151
2024-07-12 06:30:22.207402472,BATT_1530,LiFePO4,979,0.35,4.497,1.175,0.881,0.121,33.2,74.2,20.1,22.5,0.726,996,0.078,2.4,2.14,3.37,True,unstable,29
2024-07-12 15:16:08.722907640,BATT_1531,Li-ion,790,0.259,0.921,1.423,0.376,0.372,-14.1,62.5,26.9,26.3,0.724,798,0.281,-0.6,1.1,0.26,True,unstable,205
2024-07-13 00:01:55.238412808,BATT_1532,LiFePO4,678,0.086,2.122,1.779,0.709,0.24,-38.2,44.9,27.1,33.4,0.909,688,0.041,6.3,3.43,0.63,True,unstable,351
2024-07-13 08:47:41.753917976,BATT_1533,Li-ion,742,0.226,4.934,1.047,0.809,0.068,-44.9,-89.6,24.7,30.2,0.641,754,0.046,5.5,4.9,5.46,True,unstable,261
2024-07-13 17:33:28.269423144,BATT_1534,NMC 811,818,0.112,2.518,0.506,0.921,0.328,76.7,-55.2,22.6,38.5,0.585,829,0.044,15.9,1.78,0.5,True,stable,219
2024-07-14 02:19:14.784928312,BATT_1535,Li-ion,275,0.289,2.569,0.487,0.648,0.083,79.7,-67.2,29.8,33.2,0.406,284,0.112,3.4,2.84,2.11,True,stable,738
2024-07-14 11:05:01.300433480,BATT_1536,LiFePO4,195,0.081,3.978,0.23,0.887,0.012,-21.5,29.6,28.3,21.9,0.376,198,0.02,-6.4,3.73,1.2,True,stable,806
2024-07-14 19:50:47.815938648,BATT_1537,LiFePO4,939,0.273,3.044,1.833,0.692,0.017,44.2,-81.1,22.0,27.4,0.847,944,0.09,5.4,1.23,1.02,True,unstable,72
2024-07-15 04:36:34.331443816,BATT_1538,Li-ion,745,0.163,1.206,0.712,0.723,0.189,-28.4,-14.4,26.4,33.8,0.541,751,0.135,7.4,2.73,0.54,True,stable,288
2024-07-15 13:22:20.846948984,BATT_1539,NMC 811,104,0.225,3.974,1.092,0.822,0.048,70.1,-57.3,25.0,30.9,0.654,112,0.057,5.9,4.6,4.11,True,unstable,901
2024-07-15 22:08:07.362454152,BATT_1540,LiFePO4,978,0.11,2.723,0.704,0.161,0.074,87.5,22.1,28.4,26.2,0.313,990,0.04,-2.2,3.92,1.17,True,stable,26
2024-07-16 06:53:53.877959320,BATT_1541,Li-ion,627,0.207,3.422,0.139,0.781,0.331,25.5,27.5,26.0,28.4,0.417,643,0.06,2.4,2.02,1.43,True,stable,384
2024-07-16 15:39:40.393464488,BATT_1542,LiFePO4,337,0.386,1.591,1.888,0.64,0.405,-52.0,5.4,25.1,39.8,0.978,356,0.243,14.7,4.85,2.98,True,unstable,650
2024-07-17 00:25:26.908969656,BATT_1543,LiFePO4,152,0.127,2.501,1.832,0.561,0.43,-8.6,-52.8,20.6,32.1,0.941,170,0.051,11.5,3.38,1.07,True,unstable,833
2024-07-17 09:11:13.424474824,BATT_1544,LiFePO4,884,0.095,4.73,1.948,0.131,0.29,36.9,19.8,25.2,25.2,0.79,898,0.02,0.0,0.75,0.34,False,unstable,90
2024-07-17 17:56:59.939979992,BATT_1545,NMC 811,906,0.43,4.692,0.276,0.549,0.291,-25.6,-25.5,22.1,22.6,0.372,907,0.092,0.5,4.61,9.3,True,stable,71
2024-07-18 02:42:46.455485160,BATT_1546,NMC 811,699,0.231,1.949,1.921,0.298,0.372,68.3,-57.9,20.6,25.6,0.864,710,0.119,5.0,4.23,1.9,True,unstable,309
2024-07-18 11:28:32.970990328,BATT_1547,NMC 811,958,0.348,3.64,0.62,0.798,0.198,-62.9,-19.9,25.0,32.6,0.539,958,0.096,7.6,0.65,0.82,False,stable,55
2024-07-18 20:14:19.486495504,BATT_1548,Li-ion,380,0.08,2.928,1.864,0.825,0.386,44.8,-1.8,27.8,32.1,1.025,389,0.027,4.3,0.81,0.19,False,unstable,649
2024-07-19 05:00:06.002000672,BATT_1549,NMC 811,632,0.069,4.318,1.639,0.412,0.463,73.3,-6.9,24.0,30.1,0.838,645,0.016,6.1,4.09,1.22,True,unstable,340
2024-07-19 13:45:52.517505840,BATT_1550,Li-ion,721,0.377,4.519,1.178,0.607,0.444,88.2,-11.2,21.3,33.3,0.743,731,0.083,12.0,2.7,4.6,True,unstable,303
2024-07-19 22:31:39.033011008,BATT_1551,NMC 811,235,0.126,3.208,0.831,0.356,0.439,40.0,13.7,29.1,22.4,0.542,252,0.039,-6.7,3.15,1.27,True,stable,808
2024-07-20 07:17:25.548516176,BATT_1552,NMC 811,785,0.086,3.134,1.251,0.477,0.257,-83.1,-41.8,23.3,37.2,0.662,787,0.027,13.9,3.36,0.91,True,unstable,217
2024-07-20 16:03:12.064021344,BATT_1553,Li-ion,133,0.428,2.255,0.629,0.427,0.158,-62.6,-41.5,25.9,22.5,0.405,141,0.19,-3.4,1.34,1.29,True,stable,901
2024-07-21 00:48:58.579526512,BATT_1554,LiFePO4,390,0.476,4.21,1.788,0.972,0.402,-17.8,-53.8,20.1,21.6,1.054,397,0.113,1.5,1.21,2.42,True,unstable,606
2024-07-21 09:34:45.095031680,BATT_1555,LiFePO4,381,0.094,3.787,0.124,0.157,0.345,-26.2,-74.7,24.4,23.6,0.209,392,0.025,-0.8,3.92,1.4,True,stable,590
2024-07-21 18:20:31.610536848,BATT_1556,NMC 811,967,0.453,2.282,0.42,0.935,0.157,60.2,58.4,28.4,27.2,0.504,974,0.199,-1.2,2.01,2.08,True,stable,10
2024-07-22 03:06:18.126042016,BATT_1557,Li-ion,581,0.262,1.825,1.868,0.633,0.194,-68.6,-83.1,21.7,32.7,0.898,596,0.144,11.0,3.7,1.77,True,unstable,414
2024-07-22 11:52:04.641547184,BATT_1558,NMC 811,902,0.448,2.578,0.671,0.49,0.473,-59.2,14.8,22.6,27.1,0.545,905,0.174,4.5,0.85,0.98,False,stable,58
2024-07-22 20:37:51.157052352,BATT_1559,NMC 811,602,0.425,3.801,1.87,0.769,0.303,-56.9,-83.4,20.3,33.1,0.981,616,0.112,12.8,1.74,2.81,True,unstable,405
2024-07-23 05:23:37.672557520,BATT_1560,LiFePO4,536,0.187,2.125,0.577,0.527,0.4,-26.1,-34.3,27.5,39.0,0.501,536,0.088,11.5,2.32,0.92,True,stable,459
2024-07-23 14:09:24.188062688,BATT_1561,LiFePO4,882,0.482,3.142,0.112,0.433,0.224,13.1,-73.9,28.4,21.2,0.256,895,0.153,-7.2,1.11,1.68,True,stable,136
2024-07-23 22:55:10.703567856,BATT_1562,NMC 811,934,0.23,4.589,1.491,0.298,0.29,22.7,-24.9,27.9,30.6,0.693,953,0.05,2.7,4.45,4.7,True,unstable,66
2024-07-24 07:40:57.219073024,BATT_1563,LiFePO4,524,0.474,0.917,1.23,0.482,0.139,2.3,-69.8,29.6,21.6,0.617,530,0.517,-8.0,3.43,1.49,True,unstable,464
2024-07-24 16:26:43.734578192,BATT_1564,NMC 811,492,0.163,3.525,0.94,0.903,0.246,37.3,-40.5,23.1,23.2,0.696,508,0.046,0.1,2.14,1.23,True,unstable,496
2024-07-25 01:12:30.250083360,BATT_1565,LiFePO4,263,0.267,1.448,0.473,0.132,0.203,-34.3,-55.1,23.5,34.7,0.269,272,0.184,11.2,0.53,0.2,False,stable,771
2024-07-25 09:58:16.765588528,BATT_1566,LiFePO4,535,0.376,3.149,1.961,0.673,0.476,47.3,40.0,27.0,37.2,1.037,548,0.119,10.2,1.81,2.14,True,unstable,460
2024-07-25 18:44:03.281093696,BATT_1567,LiFePO4,206,0.319,3.543,1.808,0.798,0.335,-23.5,60.2,21.4,39.4,0.98,224,0.09,18.0,1.99,2.25,True,unstable,780
2024-07-26 03:29:49.796598872,BATT_1568,NMC 811,987,0.35,3.264,0.461,0.565,0.361,-54.4,66.7,27.8,21.2,0.462,991,0.107,-6.6,3.06,3.5,True,stable,32
2024-07-26 12:15:36.312104040,BATT_1569,LiFePO4,541,0.092,1.607,1.193,0.886,0.491,33.9,46.6,28.0,20.7,0.857,543,0.057,-7.3,1.94,0.29,True,unstable,468
2024-07-26 21:01:22.827609208,BATT_1570,LiFePO4,621,0.078,0.67,1.43,0.882,0.222,-19.0,61.9,20.2,29.1,0.845,633,0.116,8.9,4.6,0.24,True,unstable,371
2024-07-27 05:47:09.343114376,BATT_1571,NMC 811,257,0.333,4.159,0.383,0.157,0.24,-46.9,17.2,24.2,31.2,0.26,261,0.08,7.0,4.4,6.09,True,stable,762
2024-07-27 14:32:55.858619544,BATT_1572,Li-ion,736,0.279,4.454,1.781,0.203,0.062,71.5,45.1,29.8,28.2,0.682,750,0.063,-1.6,3.42,4.25,True,unstable,254
2024-07-27 23:18:42.374124712,BATT_1573,NMC 811,327,0.21,1.305,1.593,0.935,0.25,47.4,75.1,26.1,28.1,0.926,340,0.161,2.0,2.17,0.59,True,unstable,666
2024-07-28 08:04:28.889629880,BATT_1574,LiFePO4,316,0.488,2.873,0.342,0.46,0.461,-53.6,3.3,29.5,26.3,0.421,332,0.17,-3.2,3.66,5.13,True,stable,704
2024-07-28 16:50:15.405135048,BATT_1575,NMC 811,430,0.181,4.701,0.969,0.76,0.309,0.8,-31.4,29.8,27.1,0.679,442,0.039,-2.7,4.43,3.77,True,unstable,580
2024-07-29 01:36:01.920640216,BATT_1576,Li-ion,859,0.442,2.504,1.343,0.614,0.398,76.3,65.9,24.2,26.3,0.785,871,0.177,2.1,0.52,0.58,False,unstable,158
2024-07-29 10:21:48.436145384,BATT_1577,NMC 811,722,0.233,4.819,0.514,0.754,0.449,38.3,-56.0,22.4,29.5,0.572,730,0.048,7.1,3.42,3.84,True,stable,292
2024-07-29 19:07:34.951650552,BATT_1578,Li-ion,514,0.232,2.155,0.109,0.059,0.032,-24.4,31.5,23.2,32.2,0.067,518,0.108,9.0,4.35,2.17,True,stable,505
2024-07-30 03:53:21.467155720,BATT_1579,LiFePO4,687,0.22,4.623,1.949,0.96,0.158,-37.9,79.6,21.7,29.4,1.022,695,0.048,7.7,3.21,3.26,True,unstable,296
2024-07-30 12:39:07.982660888,BATT_1580,LiFePO4,252,0.259,3.959,0.688,0.868,0.22,-38.8,9.8,27.8,20.3,0.592,265,0.065,-7.5,0.92,0.94,False,stable,743
2024-07-30 21:24:54.498166056,BATT_1581,Li-ion,522,0.316,0.586,1.163,0.955,0.356,39.1,-25.7,28.4,33.2,0.825,538,0.539,4.8,1.62,0.3,True,unstable,477
2024-07-31 06:10:41.013671224,BATT_1582,LiFePO4,155,0.066,0.729,0.179,0.19,0.196,-31.4,-30.8,20.3,35.1,0.188,159,0.091,14.8,4.51,0.22,True,stable,776
2024-07-31 14:56:27.529176392,BATT_1583,NMC 811,560,0.388,1.333,1.973,0.328,0.433,48.6,-0.5,27.1,37.3,0.911,562,0.291,10.2,1.98,1.02,True,unstable,444
2024-07-31 23:42:14.044681560,BATT_1584,NMC 811,257,0.408,3.849,1.918,0.253,0.401,-63.7,42.7,30.0,25.5,0.857,259,0.106,-4.5,1.28,2.01,True,unstable,731
2024-08-01 08:28:00.560186728,BATT_1585,NMC 811,358,0.053,2.409,0.487,0.439,0.203,-69.8,-6.6,24.6,20.5,0.376,358,0.022,-4.1,3.05,0.39,True,stable,655
2024-08-01 17:13:47.075691896,BATT_1586,Li-ion,642,0.195,3.485,1.66,0.125,0.346,35.5,-31.6,27.2,35.0,0.71,653,0.056,7.8,4.69,3.19,True,unstable,351
2024-08-02 01:59:33.591197064,BATT_1587,LiFePO4,227,0.481,1.173,1.367,0.527,0.315,45.5,10.5,20.4,31.5,0.736,241,0.41,11.1,3.92,2.21,True,unstable,767
2024-08-02 10:45:20.106702232,BATT_1588,NMC 811,312,0.131,4.578,1.605,0.92,0.079,73.4,-67.5,21.0,22.7,0.868,313,0.029,1.7,0.92,0.55,False,unstable,706
2024-08-02 19:31:06.622207408,BATT_1589,NMC 811,145,0.297,3.366,0.787,0.32,0.358,46.8,21.0,24.0,28.5,0.488,148,0.088,4.5,2.07,2.07,True,stable,846
2024-08-03 04:16:53.137712576,BATT_1590,Li-ion,774,0.074,3.324,1.079,0.263,0.389,-89.0,-82.9,28.1,35.1,0.577,777,0.022,7.0,2.31,0.57,True,stable,252
2024-08-03 13:02:39.653217744,BATT_1591,LiFePO4,987,0.278,4.928,1.819,0.144,0.214,-70.5,5.2,27.6,38.8,0.726,995,0.056,11.2,1.39,1.9,True,unstable,22
2024-08-03 21:48:26.168722912,BATT_1592,LiFePO4,704,0.405,1.124,1.112,0.686,0.221,20.9,33.7,21.0,25.4,0.673,715,0.36,4.4,1.44,0.66,True,unstable,317
2024-08-04 06:34:12.684228080,BATT_1593,LiFePO4,240,0.475,1.514,0.279,0.736,0.446,35.4,54.1,27.5,26.6,0.487,253,0.314,-0.9,2.67,1.92,True,stable,782
